edx.forum.response.created;edx.forum.thread.created;load_video;openassessment.upload_file;pause_video;play_video;problem_check;problem_graded;problem_show;seek_video;seq_goto;seq_next;seq_prev;stop_video
0;0;0;0;0;0;2;2;1;0;1;0;0;0
0;0;0;0;0;0;13;13;0;0;0;2;1;0
0;0;0;0;0;0;1;1;0;0;1;0;0;0
0;0;43;1;16;127;32;32;5;54;91;4;1;2
1;0;10;0;5;16;8;8;3;1;18;3;1;1
0;0;0;0;0;0;1;1;0;0;2;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;6;6;4;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;7;1;6;17;25;25;5;10;29;1;1;3
1;0;3;1;6;20;13;13;2;13;14;7;4;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;8;8;1;0;0;0;0;0
4;1;10;2;9;20;10;10;5;4;18;1;1;6
0;0;0;0;0;0;3;3;0;0;0;0;0;0
0;0;0;0;0;0;36;36;5;0;11;0;0;0
0;0;0;1;0;0;7;7;0;0;0;3;2;0
0;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;3;5;2;4;8;8;3;0;4;4;4;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;2;0;0;0;0;0;0
0;0;4;0;0;3;7;7;4;0;4;0;0;0
2;0;0;0;0;0;0;0;0;0;1;0;0;0
1;0;3;0;16;29;2;2;0;11;1;1;0;0
0;0;5;0;1;1;4;4;2;0;1;2;0;0
0;1;3;0;2;6;9;9;2;1;3;0;0;0
0;0;3;0;0;3;6;6;0;2;10;0;0;0
0;0;0;0;0;0;43;43;4;0;0;0;0;0
1;0;29;0;15;674;33;33;5;47;31;4;1;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;17;0;17;17087;23;23;2;51;20;1;0;5
0;0;1;0;0;0;0;0;0;0;5;0;0;0
1;1;15;1;20;136;14;14;0;30;35;0;0;5
2;0;3;0;1;3;3;3;1;1;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;3;4;5;0;34;10;10;0;1;13;4;2;0
0;0;6;1;2;4;16;15;5;0;41;2;2;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;10;0;10;71;9;9;2;5;20;0;0;1
1;0;6;0;0;2;9;9;3;1;8;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;7;0;3;7;2;2;1;0;3;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;5;5;1;0;0;0;0;0
0;0;1;0;0;8;7;7;0;7;8;0;0;0
1;0;2;0;0;0;7;7;0;0;0;0;0;0
0;0;0;0;0;0;6;6;1;0;0;0;0;0
0;0;6;0;13;17;12;12;2;0;10;1;0;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;4;4;2;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0;0
1;0;24;0;14;16;8;8;1;1;40;3;0;4
1;0;16;1;28;615;98;98;5;14;26;5;6;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;17;17;5;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;11;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;12;0;12;919;6;6;0;18;2;1;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;24;24;0;0;0;1;0;0
0;0;14;0;12;18;33;33;7;0;10;9;0;6
0;0;4;0;2;36;22;22;6;2;0;0;0;1
0;0;0;0;0;0;31;31;1;0;0;3;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;7;0;4;10;12;12;4;1;2;5;2;2
0;0;0;0;0;0;5;5;0;0;0;0;0;0
0;0;0;1;0;0;8;8;1;0;0;3;1;0
0;0;9;3;10;37;29;29;0;24;10;6;1;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;7;0;51;71;14;14;5;30;0;1;0;1
0;0;7;0;21;54;10;10;3;25;7;3;1;5
0;0;1;0;0;0;18;18;2;0;1;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0;6;1;1;7;6;6;2;1;24;1;0;1
0;1;2;4;2;12;18;17;5;1;19;2;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;10;10;1;0;0;0;0;0
0;1;4;1;8;176;13;13;0;2;0;3;1;1
0;0;23;0;28;43;10;10;0;10;20;0;0;4
0;0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;2;1;0;5;27;27;2;0;29;2;1;0
1;0;16;0;14;24;8;8;3;13;44;4;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;12;1;7;20;11;11;7;6;18;3;1;4
0;0;4;0;0;3;0;0;0;0;5;0;0;0
0;0;4;3;3;8;13;13;2;5;11;2;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;5;0;6;14;9;9;2;8;2;0;0;4
0;0;3;0;1;1;9;9;4;0;5;0;0;0
1;0;34;3;121;270;19;19;1;66;69;5;2;6
0;0;0;1;0;0;12;12;7;0;0;2;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;15;15;1;0;0;0;0;0
0;0;2;0;0;0;4;4;2;0;0;0;0;0
0;0;4;2;1;3;13;13;4;2;1;6;5;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;15;2;28;48;9;9;1;14;16;9;4;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;24;24;2;0;5;0;0;0
0;1;12;1;3;51;36;36;3;1;21;8;3;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;34;1;31;101;15;15;8;105;57;2;4;6
0;0;0;0;0;0;0;0;0;0;0;2;0;0
0;0;8;1;15;16;12;11;6;0;10;4;2;1
1;1;14;1;6;57;20;20;1;14;8;3;0;5
1;0;1;0;0;0;20;20;2;0;4;4;4;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;0;2;0;0;0;0;0;0;0;0
0;0;2;1;0;13;5;5;0;0;6;4;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;4;4;1;0;0;0;0;0
0;0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;13;13;4;0;0;0;0;0
2;0;7;0;20;268;19;19;7;15;42;0;0;3
1;0;0;0;0;0;13;13;2;0;1;0;0;0
1;0;1;0;0;0;9;9;0;0;2;0;0;0
1;0;1;0;0;0;0;0;0;0;0;0;0;0
3;0;22;1;13;35;37;37;14;10;102;1;0;9
0;0;1;2;0;0;8;8;3;0;2;0;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;14;2;8;53;9;9;3;29;15;3;0;4
0;0;1;0;0;1;35;35;1;0;0;0;0;0
1;0;13;1;7;17;22;22;2;6;15;11;6;5
0;0;0;0;0;0;3;3;2;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;4;2;2;27;27;9;0;8;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;24;1;6;26;33;33;10;14;25;4;2;2
0;0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;4;0;4;5;21;21;4;0;3;4;0;4
0;0;0;0;0;0;1;1;0;0;2;1;0;0
0;0;1;0;20;25;0;0;0;6;0;0;0;0
0;0;27;0;73;647;25;25;1;65;66;2;2;5
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;5;5;1;0;0;0;0;0
0;0;3;0;0;0;5;5;2;0;1;5;0;0
1;0;1;0;0;1;0;0;0;0;0;0;0;0
5;0;11;2;23;44;36;36;4;15;127;8;0;6
0;0;11;0;5;14;41;41;2;6;0;6;1;3
1;0;16;0;11;2379;8;8;1;47;12;2;0;1
0;0;0;0;0;0;2;2;0;0;0;0;0;0
1;0;0;0;0;0;12;12;1;0;2;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;5;5;2;0;2;0;0;0
1;0;2;0;0;176;15;15;0;19;1;3;0;0
1;0;8;0;3;6;28;28;6;0;8;2;0;3
1;0;0;0;0;0;1;1;0;0;11;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;20;0;17;407;16;16;3;57;63;1;0;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;5;3;1;3;11;11;2;6;0;5;3;1
0;0;4;0;1;8;37;37;1;20;7;2;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;1;13;11;1;19;8;8;1;12;8;11;6;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3;0;6;9;7;7;3;2;45;1;0;1
0;0;4;1;2;6;10;10;1;0;4;3;3;2
1;0;0;1;0;0;14;13;0;0;4;2;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;0;0;14;14;0;0;17;0;0;0
0;0;1;0;0;1;26;26;4;0;0;0;0;0
0;0;3;0;0;2;4;4;2;0;1;0;0;0
0;0;0;1;0;0;10;10;4;0;0;1;0;0
0;0;0;0;0;0;7;7;0;0;0;0;0;0
0;0;5;0;3;7;0;0;0;0;8;0;0;3
0;0;2;0;1;4;20;20;0;3;0;0;0;1
0;0;11;1;10;16;13;13;1;7;8;1;0;2
0;0;6;0;2;14;2;2;0;13;9;1;1;2
1;0;2;0;0;1;2;2;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;4;4;0;0;0;0;0;0
1;0;34;0;7;9;3;3;2;0;32;1;2;1
4;0;10;1;16;25;12;12;7;7;0;3;3;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;7;1;7;9;7;7;0;0;17;1;0;3
1;0;15;1;13;28;12;12;1;6;16;0;0;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;18;0;14;36;18;18;2;15;24;2;0;1
0;0;0;0;0;0;6;6;4;0;2;0;0;0
2;0;0;0;0;0;8;8;0;0;2;0;0;0
0;0;0;1;0;0;12;12;0;0;15;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;5;0;1;21;8;8;0;2;2;0;1;1
1;0;28;1;18;77;21;21;5;52;53;6;1;12
1;0;9;0;8;29;28;28;5;17;1;0;0;3
0;0;6;0;0;3;7;7;2;0;8;0;0;0
1;2;18;4;1;2;17;17;5;0;30;0;0;0
0;2;8;3;4;17;30;30;2;8;14;4;2;2
1;0;8;4;4;20;54;54;4;14;64;3;2;2
0;0;0;0;0;0;9;9;5;0;0;0;0;0
2;0;9;0;7;17;6;6;1;3;25;6;8;6
0;0;6;0;3;5;6;6;1;2;14;1;0;1
0;0;5;0;4;4;3;3;1;0;1;2;0;1
0;1;1;2;1;1;4;4;1;0;1;2;0;1
0;0;12;2;11;84;17;17;5;70;0;8;7;9
0;0;3;1;0;0;11;11;10;0;7;2;1;0
0;0;0;0;0;0;5;5;0;0;0;1;0;0
0;0;1;0;0;0;11;11;2;0;1;1;0;0
0;0;10;0;4;10;12;12;0;1;10;4;0;2
1;0;1;0;0;0;0;0;0;0;1;0;0;0
1;0;33;1;53;1149;18;18;2;81;62;7;4;7
0;0;0;0;0;0;3;3;0;0;0;0;0;0
0;0;1;0;0;3;0;0;0;0;9;0;0;0
0;0;1;0;0;1;0;0;0;0;2;0;0;0
0;0;4;0;1;211;15;15;0;12;10;1;0;0
0;0;3;0;0;2;9;9;4;0;0;4;0;0
1;0;13;1;4;368;34;35;5;4;44;7;5;0
